day_of_year,time_minutes,longitude,latitude,occupancy
238,414,77.597059,12.951453,low
52,731,77.61622,12.912451,low
218,712,77.622064,12.938259,low
158,725,77.5522,12.966165,medium
61,679,77.63725,12.98722,low
228,1156,77.596394,12.90207,medium
198,795,77.554091,12.941785,low
329,535,77.591628,12.907578,high
257,1111,77.648649,12.962667,high
278,1272,77.598324,12.962075,low
55,384,77.623831,12.943732,medium
300,506,77.622857,12.942856,medium
245,1190,77.587443,12.980238,low
339,502,77.634239,12.915677,low
87,409,77.621481,12.95451,medium
199,428,77.598232,12.948334,low
214,495,77.602382,12.962521,medium
111,962,77.627928,12.972852,high
292,860,77.639308,12.989999,high
163,603,77.566773,12.905501,medium
192,1030,77.606164,12.920602,high
315,1167,77.644618,12.917157,medium
268,464,77.604443,12.982045,medium
259,835,77.596284,12.968048,low
216,1096,77.63745,12.988873,low
71,593,77.594875,12.908655,medium
291,448,77.608722,12.976786,low
256,914,77.568894,12.980564,low
294,448,77.641105,12.934059,high
138,495,77.594446,12.938265,medium
65,965,77.599327,12.927872,low
84,1088,77.565082,12.985335,low
68,547,77.646836,12.954023,low
69,456,77.616881,12.909286,low
342,872,77.633153,12.941721,medium
302,437,77.584615,12.959732,high
312,674,77.609907,12.913053,low
70,634,77.610621,12.931894,medium
230,856,77.593847,12.946468,medium
131,1192,77.607255,12.918025,high
62,561,77.596633,12.944478,medium
292,592,77.597685,12.911037,medium
82,873,77.571308,12.950684,high
330,693,77.639822,12.977532,high
49,811,77.602539,12.966323,low
267,815,77.630688,12.983225,high
72,543,77.555982,12.93523,medium
169,551,77.618437,12.923969,high
24,980,77.609573,12.964661,medium
224,1239,77.62031,12.977545,medium
282,1076,77.593832,12.926051,low
338,600,77.590985,12.900778,medium
55,1216,77.602156,12.975623,high
254,1092,77.587784,12.911261,medium
159,687,77.592428,12.973938,medium
157,906,77.612551,12.91656,high
348,726,77.562542,12.962363,high
232,815,77.612175,12.971608,high
291,704,77.637327,12.933803,medium
83,1145,77.631259,12.946163,medium
235,1284,77.57459,12.944302,low
84,792,77.570769,12.934543,high
112,587,77.598996,12.92624,low
365,548,77.599037,12.942421,low
299,976,77.610246,12.934445,medium
270,1107,77.644855,12.97939,medium
312,710,77.593982,12.982847,high
178,905,77.607468,12.948086,low
56,1297,77.620902,12.911856,high
92,1259,77.55184,12.9691,high
165,749,77.613637,12.934617,medium
25,1257,77.622424,12.91774,high
60,1090,77.581922,12.986617,medium
18,905,77.611227,12.970638,high
323,1092,77.560256,12.913466,medium
121,688,77.594362,12.918961,high
231,1111,77.60237,12.957191,medium
58,473,77.590388,12.980465,medium
131,770,77.638836,12.957145,medium
43,794,77.581341,12.900813,low
120,1205,77.627509,12.954241,medium
73,1185,77.579503,12.918018,low
126,703,77.633435,12.956948,low
299,1028,77.6253,12.944023,low
295,566,77.635592,12.901728,medium
357,934,77.609135,12.901671,medium
81,437,77.617771,12.902449,low
101,684,77.630381,12.966238,high
146,984,77.595225,12.933319,medium
177,550,77.556893,12.900862,high
194,1001,77.580396,12.941641,high
66,680,77.555725,12.931736,low
64,1300,77.599558,12.98214,medium
158,842,77.559756,12.95545,low
190,542,77.590912,12.957127,high
95,564,77.566482,12.968749,medium
14,1114,77.623412,12.977282,high
295,787,77.576943,12.917225,medium
362,1230,77.598375,12.982029,high
197,1014,77.567455,12.908589,low
219,791,77.634208,12.923388,low
283,363,77.587022,12.930484,medium
38,671,77.638689,12.919813,high
106,1287,77.594125,12.955664,high
57,802,77.610207,12.98969,medium
305,822,77.608854,12.964946,low
216,849,77.555554,12.943923,low
58,768,77.564794,12.987718,low
187,1072,77.627874,12.928143,medium
223,523,77.609548,12.939004,low
74,1246,77.567817,12.904812,high
145,1109,77.570368,12.95023,high
66,1002,77.558689,12.976758,low
59,593,77.646474,12.921083,medium
354,503,77.560598,12.981039,medium
100,1215,77.584901,12.902804,medium
203,813,77.64625,12.93231,low
296,1034,77.62537,12.935167,high
324,534,77.596261,12.915106,medium
182,538,77.550477,12.942951,low
270,381,77.6262,12.929812,medium
291,436,77.578796,12.973441,high
142,1245,77.628224,12.900111,high
240,928,77.645076,12.942934,low
314,666,77.642778,12.964092,high
139,1000,77.582923,12.967996,medium
261,1111,77.638692,12.977431,medium
113,845,77.62483,12.917052,high
365,905,77.592283,12.978505,high
308,486,77.567742,12.988176,low
32,1284,77.552025,12.936382,high
179,981,77.579501,12.943742,high
201,644,77.636165,12.964176,low
177,675,77.626673,12.981895,medium
79,997,77.602803,12.906488,high
198,557,77.648143,12.955005,medium
229,810,77.555373,12.90107,high
56,650,77.619528,12.970756,low
108,588,77.60468,12.971823,high
359,632,77.556796,12.909811,high
38,709,77.557184,12.944621,high
209,524,77.574283,12.978108,low
337,1240,77.621376,12.965552,low
5,1034,77.645453,12.920297,medium
197,525,77.615138,12.950316,low
284,469,77.550212,12.910613,medium
198,876,77.594081,12.98842,low
328,1195,77.581815,12.968967,low
102,1029,77.575602,12.907603,low
316,1089,77.57414,12.974449,high
133,885,77.566244,12.912562,low
140,924,77.642294,12.938761,low
61,745,77.575553,12.940517,low
212,1056,77.579626,12.931087,high
170,960,77.630292,12.911236,high
244,991,77.597532,12.976774,medium
143,1104,77.642387,12.987861,high
335,406,77.565226,12.95252,high
175,1107,77.565011,12.979915,low
65,1314,77.571642,12.954563,medium
215,816,77.646348,12.908708,medium
35,536,77.612506,12.951981,medium
22,407,77.573564,12.931753,high
119,657,77.644188,12.913333,high
74,1091,77.621897,12.942388,high
205,828,77.614874,12.964532,high
133,1277,77.575303,12.983154,high
26,624,77.616007,12.922699,high
31,502,77.590033,12.922224,low
37,401,77.573239,12.96004,medium
87,554,77.574993,12.925001,medium
299,566,77.583219,12.944645,high
212,1285,77.592735,12.928816,low
273,709,77.592066,12.95491,medium
94,759,77.627331,12.932273,high
261,1036,77.562689,12.911477,low
354,1258,77.631154,12.98533,high
345,876,77.587608,12.954021,high
131,374,77.592219,12.900198,medium
267,990,77.633743,12.946275,medium
195,544,77.550325,12.929449,medium
23,1100,77.621519,12.921145,high
194,851,77.619875,12.919716,high
338,782,77.566291,12.976921,high
106,364,77.616519,12.901652,medium
88,1289,77.578124,12.958485,high
81,1118,77.586781,12.976643,low
351,854,77.57724,12.917071,low
344,577,77.63125,12.983027,high
288,933,77.633937,12.917679,low
90,1312,77.602316,12.974016,high
184,876,77.567327,12.973184,low
142,1125,77.633591,12.911239,low
166,953,77.560525,12.928829,high
256,434,77.598084,12.90124,low
282,886,77.564962,12.917958,low
330,743,77.61417,12.952062,high
94,802,77.641244,12.962437,high
301,1233,77.605225,12.987916,low
208,835,77.602638,12.963542,high
269,1124,77.587235,12.957733,high
345,1190,77.591811,12.976662,low
15,739,77.581727,12.904522,medium
171,1066,77.619786,12.956936,medium
362,1094,77.616255,12.951588,low
52,522,77.611919,12.949265,medium
74,888,77.620948,12.975179,high
18,371,77.614078,12.938659,high
150,724,77.649482,12.985673,low
356,1068,77.624919,12.944378,low
9,1159,77.596068,12.935728,medium
8,961,77.613989,12.928249,medium
284,1077,77.647198,12.910698,medium
71,685,77.588315,12.906052,medium
62,1264,77.606126,12.943444,low
322,681,77.62678,12.972917,medium
25,1003,77.558791,12.915736,medium
232,515,77.618225,12.933263,low
54,449,77.600859,12.959839,medium
138,1089,77.592184,12.953887,low
324,841,77.637438,12.917758,medium
307,683,77.613719,12.977332,high
200,1158,77.637826,12.964541,low
110,369,77.634143,12.976882,medium
300,1104,77.561813,12.95464,high
324,1034,77.557572,12.916677,medium
124,836,77.636416,12.957348,low
166,567,77.595541,12.939897,high
95,1009,77.621221,12.919781,medium
338,927,77.55292,12.951874,high
290,1048,77.576334,12.932916,high
108,470,77.571603,12.918635,medium
296,411,77.642339,12.905978,medium
81,621,77.580459,12.935036,low
269,367,77.595702,12.922268,medium
242,941,77.645408,12.940375,high
329,366,77.572358,12.930048,low
344,571,77.591066,12.921778,high
107,511,77.565565,12.966806,medium
190,494,77.57688,12.954271,low
90,736,77.568841,12.941444,high
25,589,77.597222,12.985246,low
176,905,77.59716,12.976554,low
211,609,77.580846,12.934776,high
224,1066,77.608812,12.981654,high
268,1054,77.645382,12.913236,low
51,864,77.569891,12.954308,high
124,761,77.617803,12.912498,low
363,1281,77.578989,12.940737,medium
121,481,77.649878,12.958256,medium
198,1294,77.596684,12.978473,medium
306,1144,77.614631,12.91568,high
251,1164,77.599466,12.941484,low
136,955,77.561757,12.910375,medium
196,1018,77.625669,12.934387,medium
195,675,77.55222,12.948819,high
284,608,77.55961,12.912144,medium
236,735,77.625624,12.987941,medium
22,976,77.550549,12.920402,high
290,458,77.645956,12.937488,low
158,709,77.62686,12.910184,medium
277,1221,77.603652,12.900972,high
317,1159,77.607675,12.976234,low
158,469,77.629428,12.98182,low
142,503,77.574601,12.932238,medium
33,509,77.646855,12.908532,low
257,908,77.641273,12.985443,high
107,416,77.62389,12.923305,medium
338,734,77.563892,12.963308,low
61,890,77.590796,12.911772,high
69,760,77.606361,12.964389,low
200,660,77.648673,12.984561,low
253,497,77.587388,12.912767,high
45,812,77.605599,12.965233,high
278,950,77.564527,12.914079,high
231,385,77.561322,12.980567,low
267,1142,77.610363,12.947535,medium
296,901,77.598417,12.905675,low
291,403,77.639571,12.933993,high
216,1204,77.645083,12.983423,high
214,941,77.585064,12.975869,medium
70,919,77.574415,12.976164,high
120,590,77.583699,12.922658,high
66,636,77.563851,12.965316,high
205,1144,77.616504,12.98295,low
297,434,77.605596,12.95672,high
31,1114,77.583216,12.938653,low
238,623,77.647228,12.93944,low
162,852,77.640351,12.96752,high
20,408,77.550551,12.908799,medium
14,610,77.593397,12.938291,medium
223,1139,77.615689,12.978621,medium
28,487,77.590766,12.919774,medium
130,470,77.564847,12.94005,medium
62,1145,77.607228,12.939406,high
364,751,77.594673,12.975674,medium
123,539,77.643415,12.954428,medium
363,770,77.617792,12.903498,low
248,842,77.612073,12.924325,high
162,1268,77.61577,12.979147,medium
266,1080,77.628063,12.989292,low
42,421,77.648604,12.98375,medium
189,760,77.567544,12.902351,low
20,749,77.590872,12.934609,high
127,803,77.641461,12.927352,medium
293,508,77.612101,12.93339,high
17,1307,77.569609,12.963158,medium
45,1297,77.62406,12.906898,medium
93,1003,77.618517,12.90483,medium
105,887,77.638573,12.975565,high
43,624,77.64693,12.906286,medium
150,1102,77.576469,12.909345,high
209,760,77.560943,12.906467,low
199,806,77.619142,12.934077,high
354,662,77.555887,12.928268,high
214,793,77.606528,12.903145,high
30,1261,77.616654,12.966704,medium
80,1108,77.638468,12.900325,low
286,1226,77.565333,12.912178,medium
24,910,77.555912,12.952469,medium
7,1113,77.61186,12.988843,high
187,526,77.616082,12.918267,high
209,634,77.617157,12.944349,high
107,954,77.600484,12.965994,medium
23,786,77.561083,12.952805,high
157,784,77.563571,12.939731,low
128,1193,77.619536,12.957288,low
321,1123,77.629631,12.960758,low
310,1245,77.643256,12.910445,low
85,870,77.648334,12.941192,medium
56,1020,77.574071,12.932526,low
342,1174,77.623259,12.987143,medium
81,1315,77.578575,12.934347,medium
181,875,77.577822,12.945569,medium
355,648,77.570719,12.972377,high
260,940,77.55575,12.922986,high
295,426,77.582026,12.918217,high
39,1083,77.598265,12.927958,medium
136,1005,77.601125,12.923407,high
283,1255,77.576416,12.958574,high
53,1287,77.627882,12.988561,high
9,1227,77.635508,12.913889,high
274,421,77.569623,12.907038,high
77,792,77.581083,12.96142,high
13,719,77.647571,12.951281,medium
333,1137,77.591625,12.922689,low
101,1077,77.587623,12.953472,medium
273,1108,77.619739,12.924646,medium
80,886,77.572802,12.947326,medium
81,1035,77.573288,12.959629,low
264,484,77.625666,12.916412,medium
108,1263,77.573746,12.950283,low
186,1021,77.629067,12.973281,low
362,591,77.575821,12.980384,medium
187,603,77.584754,12.957928,high
207,518,77.648467,12.947872,high
68,1194,77.606369,12.936143,high
191,1127,77.618035,12.976147,low
228,1156,77.598039,12.984629,high
1,1185,77.611849,12.938322,high
222,800,77.5733,12.905686,low
213,973,77.583434,12.936062,high
202,414,77.56855,12.947096,medium
7,766,77.643314,12.912732,medium
334,1055,77.584048,12.901432,medium
39,734,77.602277,12.958472,low
100,751,77.598499,12.925016,medium
338,442,77.641144,12.96553,low
297,418,77.582429,12.932615,low
145,620,77.624808,12.915014,medium
240,913,77.626802,12.923235,medium
354,1292,77.616332,12.917763,low
294,558,77.573485,12.912656,high
327,923,77.625918,12.908587,low
78,1060,77.572788,12.965607,low
348,1074,77.627132,12.923498,medium
305,538,77.632173,12.923766,medium
343,732,77.592229,12.962571,high
120,590,77.555643,12.914677,medium
51,843,77.61179,12.958776,medium
167,1148,77.606741,12.935442,high
234,1241,77.572717,12.962707,high
7,690,77.564581,12.908546,high
318,1180,77.640707,12.957674,high
334,517,77.584432,12.96686,medium
297,512,77.579732,12.92026,low
144,908,77.550262,12.943834,high
231,611,77.640779,12.961072,medium
203,963,77.639928,12.916974,medium
145,1234,77.582478,12.944028,high
202,704,77.613769,12.920435,low
211,1319,77.55848,12.946289,low
40,512,77.586782,12.937345,low
238,1058,77.590051,12.948096,high
224,1207,77.599868,12.919293,high
142,401,77.552144,12.916811,medium
9,461,77.554816,12.915143,low
229,780,77.59942,12.970368,medium
121,1313,77.629547,12.94626,low
338,1296,77.649583,12.902285,medium
55,775,77.579849,12.919794,medium
283,982,77.60682,12.918931,high
98,1292,77.620076,12.926901,low
44,1275,77.577584,12.921963,low
177,731,77.552164,12.953775,medium
124,522,77.59846,12.955888,medium
263,1236,77.570121,12.95478,low
93,797,77.587879,12.952207,medium
153,530,77.557868,12.982386,low
105,862,77.619151,12.94719,low
155,561,77.551945,12.946272,high
256,1223,77.585509,12.912921,low
43,454,77.571975,12.988069,medium
61,426,77.563525,12.906644,medium
291,677,77.551297,12.971345,low
5,370,77.612334,12.925614,high
335,987,77.631815,12.979656,high
349,585,77.588351,12.918749,low
287,1306,77.559316,12.929439,medium
162,452,77.587263,12.945439,medium
303,1249,77.614906,12.94767,high
309,1223,77.626076,12.976009,medium
219,1035,77.584055,12.95076,medium
99,986,77.586628,12.906808,low
125,893,77.595039,12.921255,medium
243,512,77.581483,12.918272,medium
188,1308,77.589654,12.938804,high
271,756,77.647201,12.938432,high
115,421,77.608666,12.910065,low
196,673,77.59324,12.953768,high
53,375,77.576126,12.929922,medium
99,569,77.554472,12.940986,medium
352,1069,77.622987,12.942336,medium
125,1032,77.640605,12.931372,medium
346,687,77.566813,12.962385,medium
228,1036,77.607896,12.986276,high
87,821,77.567352,12.950323,low
13,701,77.575344,12.97699,high
95,1286,77.618476,12.903033,medium
313,1053,77.622585,12.955778,high
11,1007,77.632493,12.98958,low
160,1131,77.623852,12.930192,high
268,1256,77.622401,12.97677,high
310,1031,77.61828,12.967482,high
172,886,77.561617,12.941056,high
253,1248,77.562225,12.970243,low
347,472,77.599366,12.950385,medium
93,968,77.601472,12.924788,medium
140,1106,77.649666,12.988439,high
21,1280,77.635249,12.949618,low
294,1302,77.569113,12.917518,medium
171,996,77.624375,12.981725,high
247,1280,77.568439,12.986783,high
218,392,77.585755,12.923974,medium
49,591,77.627783,12.904872,low
279,624,77.58928,12.955192,high
260,581,77.578971,12.925051,low
295,486,77.592874,12.939957,low
89,1006,77.568372,12.979226,medium
44,1032,77.591016,12.963629,medium
254,1051,77.551023,12.974262,medium
323,729,77.608711,12.965147,medium
331,1176,77.645599,12.932986,medium
36,1131,77.577193,12.982542,medium
129,1132,77.623698,12.900079,low
272,907,77.590047,12.98745,low
278,1258,77.576232,12.958352,low
190,593,77.586728,12.945696,low
311,738,77.56451,12.912337,high
202,892,77.552638,12.934383,medium
201,635,77.638002,12.910833,low
123,1158,77.571753,12.931868,low
42,1068,77.601216,12.955871,high
110,532,77.624624,12.974041,low
136,545,77.579909,12.965633,high
329,731,77.574678,12.947349,medium
197,750,77.59101,12.91381,medium
95,1306,77.636928,12.969443,medium
322,1075,77.610504,12.905585,medium
302,743,77.620571,12.903253,medium
41,1134,77.61196,12.926558,high
181,582,77.556718,12.937274,medium
155,984,77.617149,12.951601,medium
89,1279,77.636477,12.97101,medium
168,1105,77.62066,12.975694,high
76,1029,77.560746,12.93579,medium
268,703,77.550144,12.915212,low
135,788,77.621521,12.930479,medium
215,685,77.61845,12.975278,medium
66,433,77.633977,12.960547,high
27,1011,77.600406,12.975553,high
16,652,77.553798,12.9293,low
283,913,77.643117,12.975575,medium
53,1000,77.566742,12.977083,low
43,1233,77.573674,12.956622,medium
228,1225,77.577063,12.969551,low
248,1145,77.577405,12.956248,high
55,1043,77.597269,12.986373,high
9,681,77.584373,12.921633,low
106,483,77.61265,12.942124,high
11,468,77.557981,12.911163,low
267,1319,77.630951,12.969222,medium
137,840,77.580714,12.90351,high
217,373,77.595998,12.945748,medium
69,630,77.569705,12.970413,low
124,1202,77.577336,12.944341,medium
93,1086,77.633809,12.92688,high
193,1052,77.573141,12.928678,low
216,1303,77.649017,12.974641,low
85,511,77.576494,12.97635,medium
21,1120,77.569798,12.97989,low
153,976,77.564933,12.921369,low
41,843,77.620363,12.946497,low
209,825,77.617448,12.959408,medium
365,946,77.602269,12.93326,high
226,959,77.600012,12.975861,low
97,541,77.593404,12.960728,low
319,1186,77.632472,12.902212,high
